# Verification of campaign reproduction: archived value vs re-fit under 3d7f883,
# env/Manifest.toml (MathOptInterface 1.48.0), seeded sample, seed 20260828.
# Produced by scripts/verify_reproduction.jl. See REPRODUCE.md section 3.
freq,braco,series,smape_gravado,smape_refeito,delta,ordem_gravada,ordem_refeita,status
weekly,-,359,14.4752,14.4752,0.0,"1,0,1,0,0,0","1,0,1,0,0,0","OK"
weekly,-,47,4.2332,4.2332,0.0,"2,1,2,0,0,0","2,1,2,0,0,0","OK"
weekly,-,121,1.4375,1.4375,0.0,"5,2,0,0,0,0","5,2,0,0,0,0","OK"
weekly,-,187,2.3604,2.3604,0.0,"2,1,0,0,0,0","2,1,0,0,0,0","OK"
weekly,-,144,15.5203,15.5203,0.0,"2,1,2,0,0,0","2,1,2,0,0,0","OK"
weekly,-,40,1.875,1.875,0.0,"1,1,1,0,0,0","1,1,1,0,0,0","OK"
weekly,-,129,0.458,0.458,0.0,"4,2,1,0,0,0","4,2,1,0,0,0","OK"
weekly,-,127,6.0391,6.0391,0.0,"5,2,0,0,0,0","5,2,0,0,0,0","OK"
weekly,-,35,38.3708,38.3708,0.0,"2,1,2,0,0,0","2,1,2,0,0,0","OK"
weekly,-,142,1.3269,1.3269,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
weekly,-,238,25.6091,25.6091,0.0,"5,1,3,0,0,0","5,1,3,0,0,0","OK"
weekly,-,156,1.6769,1.6769,0.0,"1,1,2,0,0,0","1,1,2,0,0,0","OK"
weekly,-,136,1.839,1.839,0.0,"1,2,2,0,0,0","1,2,2,0,0,0","OK"
weekly,-,22,13.4665,13.4665,0.0,"2,1,1,0,0,0","2,1,1,0,0,0","OK"
weekly,-,279,5.6846,5.6846,0.0,"1,1,1,0,0,0","1,1,1,0,0,0","OK"
weekly,-,57,11.7157,11.7157,0.0,"2,0,1,0,0,0","2,0,1,0,0,0","OK"
weekly,-,19,20.4476,20.4476,0.0,"3,1,2,0,0,0","3,1,2,0,0,0","OK"
hourly,-,74,9.1585,9.1585,0.0,"5,0,3,2,1,0","5,0,3,2,1,0","OK"
hourly,-,279,0.2953,0.2953,0.0,"3,1,4,2,1,0","3,1,4,2,1,0","OK"
hourly,-,3,8.6592,8.6592,0.0,"3,0,0,2,1,0","3,0,0,2,1,0","OK"
hourly,-,60,7.228,7.228,0.0,"1,0,0,2,1,0","1,0,0,2,1,0","OK"
hourly,-,37,15.3303,15.3303,0.0,"2,0,0,1,1,1","2,0,0,1,1,1","OK"
hourly,-,175,0.7638,0.7638,0.0,"0,1,1,0,1,2","0,1,1,0,1,2","OK"
hourly,-,270,0.4433,0.4433,0.0,"0,1,1,0,1,2","0,1,1,0,1,2","OK"
hourly,-,92,6.183,6.183,0.0,"2,0,0,2,1,0","2,0,0,2,1,0","OK"
hourly,-,4,5.7187,5.7187,0.0,"3,0,0,2,1,0","3,0,0,2,1,0","OK"
hourly,-,5,23.782,23.782,0.0,"5,1,1,2,1,0","5,1,1,2,1,0","OK"
hourly,-,75,6.4435,6.4435,0.0,"3,0,0,2,1,0","3,0,0,2,1,0","OK"
hourly,-,338,24.2651,24.2651,0.0,"1,0,0,2,1,0","1,0,0,2,1,0","OK"
hourly,-,176,0.5188,0.5188,0.0,"1,1,2,0,1,1","1,1,2,0,1,1","OK"
hourly,-,135,73.47,73.47,0.0,"1,0,0,2,0,0","1,0,0,2,0,0","OK"
hourly,-,96,6.6515,6.6515,0.0,"1,1,0,2,1,0","1,1,0,2,1,0","OK"
hourly,-,225,0.2219,0.2219,0.0,"0,0,5,0,1,1","0,0,5,0,1,1","OK"
hourly,-,369,45.6022,45.6022,0.0,"2,0,1,2,1,0","2,0,1,2,1,0","OK"
hourly,-,235,0.4179,0.4179,0.0,"1,0,1,2,1,1","1,0,1,2,1,1","OK"
hourly,-,222,14.3088,14.3088,0.0,"3,1,2,0,0,1","3,1,2,0,0,1","OK"
hourly,-,105,6.6298,6.6298,0.0,"2,0,1,2,1,0","2,0,1,2,1,0","OK"
