# provenance: campaign=B sarimax_commit=not_recorded sarimax_tree=not_recorded julia=not_recorded platform=Windows-x86_64 source_file=objetivos_penal.csv
# Solver versions and harness repository state were not captured at run time; see REPRODUCE.md for the reconstruction and its evidence.
# original header: series,T,celula,p,d,q,P,D,Q,smape,mase,max_coef,prev_neg,tempo,status
series,T,cell,p,d,q,P,D,Q,smape,mase,max_coef,forecast_negative,seconds,status,campaign,sarimax_commit,sarimax_tree,harness_commit,harness_tree,julia,moi,ipopt,jump,platform,source_file
35006,151,"ridge_pen",2,0,0,2,0,0,2.0807,0.8619,0.5242,0,12.16,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
25333,202,"huber_pen",2,0,2,0,0,0,6.1641,0.8848,1.9145,0,94.5,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
39553,115,"ridge_pen",3,1,0,0,1,1,1.0547,0.1458,0.503,0,3.12,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
16714,69,"huber_pen",0,1,1,0,0,1,15.7657,0.4376,0.935,0,28.93,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
27000,280,"mae_pen",0,1,4,0,0,2,11.6757,1.3105,0.8041,0,153.3,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
21058,186,"huber_pen",0,1,2,0,0,1,10.676,1.24,0.492,0,109.77,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
28929,234,"ridge_pen",1,1,0,2,0,0,2.3124,0.9524,0.341,0,6.73,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
47050,67,"ridge_pen",0,1,2,0,0,1,17.1038,0.3734,0.4799,0,1.39,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
8794,69,"mae_pen",0,1,2,1,1,0,40.2421,0.8447,0.5266,0,3.38,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
30745,233,"ridge_pen",0,1,2,0,1,1,0.45,0.3681,0.5649,0,7.78,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
29464,306,"ridge_pen",3,1,1,2,0,0,1.0595,0.344,0.314,0,57.43,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
43477,313,"huber_pen",1,1,0,1,0,2,14.3424,1.2273,0.1536,0,411.26,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
27262,68,"huber_pen",0,1,1,0,0,0,2.2749,1.0954,0.3625,0,7.31,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
18553,79,"huber_pen",0,0,1,0,1,1,11.2935,0.5737,0.6298,0,10.48,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
21616,102,"mae_pen",0,1,4,1,0,0,8.5905,1.0491,0.6498,0,19.62,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
38701,304,"huber_pen",2,0,2,2,0,2,97.7367,2.8907,1.7771,0,321.75,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
11871,282,"ridge_pen",0,1,1,2,0,0,1.4902,0.6367,0.1517,0,17.23,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
3398,354,"ridge_pen",0,1,1,1,0,1,1.5502,0.563,0.8432,0,40.73,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
16449,317,"mae_pen",0,2,1,0,0,0,5.9366,0.2469,0.9777,0,60.94,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
41542,335,"huber_pen",1,1,1,0,0,2,5.1129,0.5684,0.4908,0,514.1,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
34573,82,"ridge_pen",1,1,1,0,0,0,13.3481,0.7021,0.5046,0,4.13,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
9323,69,"ridge_pen",1,1,1,0,0,1,11.9109,0.3753,0.6574,0,2.96,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
15297,175,"ridge_pen",3,0,1,0,1,1,5.1076,0.7574,0.4725,0,8.93,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
3467,168,"ridge_pen",0,1,1,2,0,0,20.0778,1.3877,0.8736,0,4.36,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
3164,62,"huber_pen",1,1,0,0,1,1,3.3991,0.5439,0.468,0,3.67,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
27896,138,"mae_pen",0,1,2,1,0,0,11.2527,0.9193,0.5027,0,21.32,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
36578,240,"mae_pen",2,2,2,0,0,2,4.2942,0.68,1.3642,0,76.12,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
6148,270,"huber_pen",2,1,1,2,0,0,32.7116,2.2541,0.889,0,403.85,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
26392,285,"mae_pen",1,1,0,0,0,1,3.6273,0.7316,0.1825,0,66.38,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
32234,82,"mae_pen",1,0,0,0,0,0,7.37,0.4261,0.0819,0,2.79,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
19102,69,"huber_pen",0,1,0,0,0,0,29.9526,0.3865,0.0,0,4.89,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
22575,690,"ridge_pen",0,1,2,0,1,2,0.88,0.3165,0.6584,0,116.36,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
12498,306,"huber_pen",1,0,0,1,1,0,0.5558,0.2291,0.984,0,165.79,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
2818,426,"huber_pen",1,1,1,1,0,0,20.0927,0.4577,0.8813,0,840.97,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
29772,306,"huber_pen",2,1,2,1,0,1,5.428,1.0633,1.8009,0,316.18,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
36333,104,"huber_pen",1,2,2,0,0,0,88.2051,4.3536,1.1464,1,29.81,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
37368,234,"huber_pen",1,1,1,1,0,0,2.3501,0.4443,0.8971,0,274.14,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
780,306,"huber_pen",1,0,2,1,1,1,1.4401,0.7481,0.9655,0,345.4,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
32302,68,"ridge_pen",0,1,1,0,0,1,58.3811,1.5154,0.8493,0,0.79,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
15968,317,"mae_pen",0,1,0,0,0,0,9.6381,0.7502,0.0,0,44.58,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
45401,224,"huber_pen",3,1,0,0,0,0,15.5834,1.7672,0.1889,0,256.7,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
36424,104,"huber_pen",2,1,2,1,0,0,18.8883,1.5939,1.8857,0,47.7,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
21135,186,"huber_pen",0,1,2,0,1,2,4.5115,0.4735,0.5434,0,99.42,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
27462,79,"ridge_pen",0,1,0,0,0,0,11.8763,3.3719,0.0,0,0.52,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
24463,432,"huber_pen",0,1,1,2,0,0,2.6679,1.4416,0.2808,0,583.57,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
39771,70,"ridge_pen",0,2,2,0,0,0,17.194,0.5748,0.6174,0,0.91,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
21134,186,"mae_pen",1,1,1,2,0,1,2.6123,0.6198,0.9143,0,109.86,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
8120,69,"huber_pen",0,1,1,0,0,0,64.6729,1.5482,0.2755,0,10.87,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
47960,539,"ridge_pen",2,2,0,0,0,2,8.5011,0.2718,0.4742,0,80.18,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
6601,218,"ridge_pen",0,1,1,0,0,2,10.8008,0.5771,0.7067,0,15.5,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
31701,270,"mae_pen",3,1,2,0,0,0,7.562,0.4933,2.6251,0,197.02,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
39226,213,"ridge_pen",0,1,2,0,0,2,6.5721,0.3178,0.4178,0,14.93,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
9456,69,"ridge_pen",1,1,1,0,0,0,15.5376,0.3694,0.6771,0,2.13,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
33651,271,"huber_pen",1,1,1,1,0,1,21.7003,0.2194,0.833,0,483.51,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
34837,90,"huber_pen",1,0,0,2,0,0,23.5205,1.2978,0.622,0,11.35,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
43475,769,"ridge_pen",1,1,0,0,1,1,1.1284,0.7866,0.6665,0,107.02,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
26950,281,"mae_pen",3,1,3,0,1,2,9.6892,0.4797,0.6269,0,146.36,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
47657,66,"mae_pen",0,0,1,0,0,0,43.2042,0.6188,0.1482,0,2.28,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
12563,306,"mae_pen",0,1,1,0,1,2,0.5886,0.2366,0.6386,0,60.69,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
19784,69,"ridge_pen",2,1,1,1,0,0,5.0409,0.1206,0.7122,0,1.65,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
9331,69,"huber_pen",2,1,2,0,0,1,18.2434,0.4036,1.3184,0,9.81,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
24087,334,"mae_pen",5,1,2,2,0,0,4.8006,1.3801,0.7995,0,313.13,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
41189,269,"mae_pen",2,1,0,2,0,2,4.81,0.4619,0.5417,0,89.42,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
12480,306,"mae_pen",1,1,2,0,1,1,0.4606,0.2243,0.8493,0,107.54,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
68,133,"mae_pen",0,1,1,0,0,1,12.2689,0.904,0.7624,0,18.6,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
205,79,"ridge_pen",0,1,0,0,0,0,4.1372,0.6298,0.0,0,0.59,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
17924,69,"mae_pen",0,1,0,0,1,1,32.3539,0.7035,0.6052,0,1.81,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
37061,379,"ridge_pen",0,1,2,0,0,0,1.8155,0.8006,0.3463,0,36.33,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
35201,175,"mae_pen",1,0,0,0,1,1,3.4003,0.5463,0.6796,0,21.71,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
8865,69,"mae_pen",0,1,0,1,1,0,22.9876,0.9944,0.6923,0,1.68,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
28197,234,"huber_pen",2,0,2,0,1,1,1.231,0.8541,1.162,0,106.57,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
44018,69,"mae_pen",0,1,0,0,0,0,10.4295,2.5381,0.0,0,1.9,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
15609,218,"ridge_pen",0,1,1,1,0,0,9.5223,1.324,0.3304,0,4.2,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
8940,69,"huber_pen",0,1,0,0,0,0,13.4088,0.2761,0.0,0,4.4,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
15308,175,"huber_pen",1,0,0,1,1,2,2.6328,0.7188,0.5945,0,225.72,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
14753,78,"huber_pen",0,1,0,0,0,0,12.5832,0.788,0.0,0,4.68,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
35418,229,"mae_pen",3,1,0,1,0,0,2.6205,0.4187,0.2457,0,90.55,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
35846,218,"ridge_pen",1,1,0,0,0,1,32.4011,1.1271,0.4697,0,7.12,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
37431,234,"ridge_pen",2,1,2,0,1,1,1.9583,0.9909,0.3379,0,7.7,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
13069,150,"huber_pen",1,0,0,0,1,2,4.2654,1.3594,0.9681,0,77.48,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
12563,306,"ridge_pen",0,1,0,0,1,2,0.4978,0.1984,0.6402,0,10.56,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
43484,313,"huber_pen",1,2,2,1,0,0,1.8834,0.753,1.7062,0,344.37,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
6538,242,"ridge_pen",1,1,0,0,0,1,7.1462,1.6235,0.2046,0,34.99,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
25401,202,"huber_pen",1,1,1,1,0,1,2.2758,0.9411,0.9024,0,299.31,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
15812,312,"mae_pen",0,1,1,1,0,0,24.0378,1.6754,0.3106,0,114.57,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
1047,306,"huber_pen",0,1,0,2,0,0,2.7761,0.9207,0.1072,0,140.09,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
5661,352,"ridge_pen",0,1,4,2,0,0,15.6206,1.6038,0.5026,0,66.49,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
3513,432,"huber_pen",1,1,2,2,0,0,0.5016,0.4401,1.1525,0,1165.58,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
39179,125,"ridge_pen",0,1,0,0,0,0,15.3809,1.331,0.0,0,2.25,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
38084,330,"huber_pen",2,1,2,1,0,1,10.1679,0.5806,0.8339,0,642.6,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
38154,306,"huber_pen",2,1,3,2,0,1,1.0772,0.3483,0.67,0,793.83,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
7528,104,"ridge_pen",2,2,3,0,0,0,31.9451,0.2972,0.397,0,3.31,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
30205,102,"mae_pen",0,1,1,1,0,0,2.3112,0.8241,0.4322,0,17.93,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
5041,352,"huber_pen",1,0,2,0,1,1,4.295,1.3414,0.9823,0,595.77,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
41813,366,"ridge_pen",2,1,1,2,0,2,5.4719,0.3306,0.4902,0,38.26,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
27627,181,"huber_pen",0,1,0,0,0,0,1.1101,0.3764,0.0,0,217.99,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
46829,67,"ridge_pen",0,0,0,0,0,1,40.3647,1.4873,0.3066,0,1.08,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
19406,69,"ridge_pen",0,1,0,0,1,1,24.7162,0.5938,0.6138,0,0.56,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
12623,306,"huber_pen",1,1,3,0,1,2,0.7412,0.3289,1.0609,0,477.48,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
38995,174,"mae_pen",0,1,0,0,1,1,2.4968,0.5714,0.5217,0,22.85,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
35948,335,"huber_pen",1,0,2,2,1,0,1.1336,0.3896,1.0284,0,373.68,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
28894,222,"huber_pen",3,1,3,0,1,0,0.3212,0.2585,1.2179,0,160.8,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
7273,69,"ridge_pen",0,1,0,0,0,0,87.8348,1.826,0.0,0,0.98,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
41921,247,"ridge_pen",0,2,1,2,0,1,0.9225,0.1707,0.8796,0,12.67,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
9180,69,"ridge_pen",2,1,1,0,0,0,12.9714,0.4047,0.5973,0,3.4,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
47787,427,"huber_pen",0,2,1,0,0,0,11.3375,1.3408,0.9873,0,264.18,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
29932,102,"mae_pen",2,1,0,0,0,1,3.2345,1.9442,0.6639,0,16.13,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
38447,306,"ridge_pen",0,1,1,1,1,1,0.5617,0.2929,0.8721,0,32.45,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
46219,237,"ridge_pen",2,1,2,0,0,0,20.992,1.326,0.4577,0,6.33,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
3423,289,"huber_pen",0,1,1,0,0,2,0.945,0.6371,0.5677,0,238.2,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
24556,432,"mae_pen",2,0,1,0,1,2,16.1101,2.6035,1.1449,0,569.14,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
18564,79,"ridge_pen",0,1,1,1,0,0,26.5644,0.9895,0.9572,0,1.06,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
32042,68,"huber_pen",0,0,2,0,0,0,49.9971,0.703,0.345,0,17.92,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
17860,69,"mae_pen",0,1,0,0,0,0,23.6101,0.4205,0.0,0,1.58,"OK","B","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","objetivos_penal.csv"
