# provenance: campaign=C sarimax_commit=not_recorded sarimax_tree=not_recorded julia=not_recorded platform=Windows-x86_64 source_file=multistart_aleatorio.csv
# Solver versions and harness repository state were not captured at run time; see REPRODUCE.md for the reconstruction and its evidence.
# original header: series,T,celula,p,d,q,P,D,Q,smape,mase,max_coef,prev_neg,venceu_css,tempo,status
series,T,cell,p,d,q,P,D,Q,smape,mase,max_coef,forecast_negative,multistart_beat_zero,seconds,status,campaign,sarimax_commit,sarimax_tree,harness_commit,harness_tree,julia,moi,ipopt,jump,platform,source_file
10481,169,"base",0,2,1,0,0,2,1.0256,0.2835,0.9872,0,0,2.63,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
10481,169,"multi",0,2,1,0,0,2,1.0256,0.2835,0.9872,0,0,5.61,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
41642,366,"base",2,1,3,0,0,2,15.6638,2.0851,1.0641,0,0,79.46,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
41642,366,"multi",3,1,2,1,0,1,15.4651,2.0589,0.855,0,0,214.64,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
25731,354,"base",3,1,0,2,0,0,1.2232,0.7914,0.345,0,0,24.82,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
25731,354,"multi",3,1,0,2,0,0,1.2232,0.7914,0.345,0,1,69.66,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
18823,69,"base",0,0,2,0,1,1,34.7538,0.7502,0.8457,0,0,1.83,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
18823,69,"multi",0,0,2,0,1,1,34.7538,0.7502,0.8457,0,0,3.13,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34888,78,"base",1,1,1,0,0,0,13.311,0.4878,0.9851,0,0,1.92,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34888,78,"multi",1,1,1,0,0,0,13.311,0.4878,0.9851,0,0,4.04,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
31276,432,"base",1,1,1,0,0,2,8.3793,1.1783,0.676,0,0,64.68,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
31276,432,"multi",1,1,1,0,0,2,8.3793,1.1783,0.676,0,0,100.75,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34731,61,"base",0,0,0,0,0,1,22.0211,0.6837,0.7353,0,0,2.73,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34731,61,"multi",0,0,0,0,0,1,22.0211,0.6837,0.7353,0,0,4.7,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
32367,68,"base",0,1,1,0,0,0,14.1032,0.6809,0.282,0,0,1.56,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
32367,68,"multi",0,1,1,0,0,0,14.1032,0.6809,0.282,0,0,3.08,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
5487,289,"base",3,1,2,2,0,0,1.299,0.8024,0.8322,0,0,43.02,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
5487,289,"multi",3,1,2,2,0,0,1.299,0.8024,0.8322,0,0,97.24,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
836,918,"base",3,1,2,2,1,1,0.3032,0.1588,1.7654,0,0,390.99,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
836,918,"multi",3,1,2,2,1,1,0.3032,0.1588,1.7654,0,0,704.27,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
24216,224,"base",3,1,0,0,0,2,1.3525,0.79,0.4308,0,0,15.9,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
24216,224,"multi",3,1,0,0,0,2,1.3525,0.79,0.4308,0,0,32.34,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1614,306,"base",1,1,0,0,1,1,1.2647,0.4681,0.6028,0,0,12.12,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1614,306,"multi",1,1,0,0,1,1,1.2647,0.4681,0.6028,0,1,27.76,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
28670,174,"base",0,1,1,1,0,0,2.1926,0.5701,0.4219,0,0,2.82,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
28670,174,"multi",0,1,1,1,0,0,2.1926,0.5701,0.4219,0,0,5.36,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
10478,169,"base",0,1,0,0,0,0,1.8509,0.6117,0.0,0,0,1.29,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
10478,169,"multi",0,1,0,0,0,0,1.8509,0.6117,0.0,0,0,3.0,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
4113,168,"base",0,1,1,0,0,0,18.0175,1.2283,0.8852,0,0,2.34,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
4113,168,"multi",0,1,1,0,0,0,18.0175,1.2283,0.8852,0,0,8.75,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
40622,163,"base",1,2,1,0,0,0,4.7324,0.2117,0.9526,0,0,4.53,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
40622,163,"multi",1,2,1,0,0,0,4.7324,0.2117,0.9526,0,0,12.11,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
2265,330,"base",0,1,1,1,0,0,35.6959,2.2201,0.6912,0,0,15.67,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
2265,330,"multi",0,1,1,1,0,0,35.6959,2.2201,0.6912,0,1,43.77,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43826,317,"base",0,1,0,0,0,0,8.8395,0.4869,0.0,0,0,3.46,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43826,317,"multi",0,1,0,0,0,0,8.8395,0.4869,0.0,0,0,9.3,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
47593,67,"base",0,1,1,0,0,1,41.4222,1.0574,0.9818,0,0,1.26,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
47593,67,"multi",0,1,1,0,0,1,41.4222,1.0574,0.9818,0,0,2.52,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
3822,432,"base",0,1,1,2,1,1,0.796,0.4609,0.7625,0,0,19.53,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
3822,432,"multi",0,1,1,2,1,1,0.796,0.4609,0.7625,0,0,43.44,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
32160,68,"base",0,0,3,0,0,0,23.9149,1.1915,0.6634,0,0,1.87,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
32160,68,"multi",0,0,3,0,0,0,23.9149,1.1915,0.6634,0,0,5.14,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
13839,162,"base",0,1,3,0,0,0,16.6944,0.5321,0.3114,0,0,7.94,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
13839,162,"multi",0,1,3,0,0,0,16.6944,0.5321,0.3114,0,0,22.48,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
29446,306,"base",0,1,0,0,1,1,2.9671,0.6282,0.7282,0,0,11.87,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
29446,306,"multi",0,1,0,0,1,1,2.9671,0.6282,0.7282,0,0,20.62,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
18100,69,"base",0,1,0,0,0,0,38.2696,1.4348,0.0,0,0,0.96,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
18100,69,"multi",0,1,0,0,0,0,38.2696,1.4348,0.0,0,0,1.24,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43478,313,"base",1,2,1,0,0,1,5.9712,0.2313,0.8912,0,0,47.8,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43478,313,"multi",1,2,1,0,0,1,5.9712,0.2313,0.8912,0,1,100.91,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
12402,306,"base",2,0,1,0,1,2,0.9316,0.5367,1.8089,0,0,39.31,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
12402,306,"multi",2,0,1,0,1,2,0.9316,0.5367,1.8089,0,0,74.13,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
4422,384,"base",0,1,1,0,0,0,35.7945,1.3425,0.688,0,0,37.0,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
4422,384,"multi",0,1,1,0,0,0,35.7945,1.3425,0.688,0,0,66.7,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1465,330,"base",1,1,1,1,0,2,28.989,1.2474,0.7817,0,0,39.29,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1465,330,"multi",1,1,1,1,0,2,28.989,1.2474,0.7817,0,0,113.4,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30982,512,"base",2,1,3,2,0,0,5.7091,0.9728,1.1386,0,0,130.03,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30982,512,"multi",4,1,1,2,0,0,5.9354,1.0106,0.9238,0,0,357.01,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43047,82,"base",1,1,0,0,0,1,66.2758,0.941,0.4727,0,0,1.8,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43047,82,"multi",1,1,0,0,0,1,66.2758,0.941,0.4727,0,1,4.78,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
26505,360,"base",1,1,2,0,0,2,5.3022,0.1715,0.9395,0,0,39.38,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
26505,360,"multi",1,1,2,0,0,2,5.3022,0.1715,0.9395,0,0,83.36,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
5872,168,"base",0,1,1,1,0,1,30.1954,2.1871,0.7176,0,0,6.79,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
5872,168,"multi",0,1,1,1,0,1,30.1954,2.1871,0.7176,0,0,18.21,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
45155,67,"base",0,1,2,0,0,0,28.9666,0.4462,0.751,0,0,0.99,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
45155,67,"multi",0,1,2,0,0,0,28.9666,0.4462,0.751,0,0,3.46,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
16119,317,"base",1,1,3,0,0,2,3.3339,0.4018,0.7698,0,0,31.9,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
16119,317,"multi",1,1,3,0,0,2,3.3339,0.4018,0.7698,0,0,91.48,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
17299,69,"base",0,1,1,0,1,2,29.2113,0.4213,0.7838,0,0,0.64,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
17299,69,"multi",0,1,1,0,1,2,29.2113,0.4213,0.7838,0,0,1.91,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
3075,187,"base",1,1,2,2,0,0,4.9515,0.9558,0.5973,0,0,14.09,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
3075,187,"multi",1,1,2,2,0,0,4.9515,0.9558,0.5973,0,0,46.66,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
38366,306,"base",0,1,2,0,1,1,0.8553,0.5362,0.6828,0,0,14.43,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
38366,306,"multi",0,1,2,0,1,1,0.8553,0.5362,0.6828,0,1,38.59,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
45026,67,"base",0,1,1,0,0,0,33.9865,1.7228,0.9796,0,0,0.88,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
45026,67,"multi",0,1,1,0,0,0,33.9865,1.7228,0.9796,0,0,1.94,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30146,306,"base",0,1,1,0,0,0,2.9611,0.3746,0.3097,0,0,8.87,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30146,306,"multi",1,1,3,0,0,0,2.8228,0.3567,1.1511,0,0,71.87,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
10435,76,"base",1,1,0,0,1,2,3.0451,0.8573,0.6061,0,0,0.55,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
10435,76,"multi",1,1,0,0,1,2,3.0451,0.8573,0.6061,0,0,1.66,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
41144,199,"base",2,1,2,0,0,0,8.8225,1.8044,1.1522,0,0,4.56,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
41144,199,"multi",2,1,2,0,0,0,8.8225,1.8044,1.1522,0,0,11.47,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
5241,289,"base",0,1,2,0,1,2,0.8965,0.7165,0.7201,0,0,9.91,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
5241,289,"multi",0,1,2,0,1,2,0.8965,0.7165,0.7201,0,0,28.61,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
31089,528,"base",2,1,2,0,0,0,6.2815,0.9781,1.2455,0,0,31.58,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
31089,528,"multi",2,1,2,0,0,0,6.2815,0.9781,1.2455,0,0,73.28,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
11322,306,"base",0,1,1,2,0,0,1.7643,0.4667,0.4323,0,0,15.32,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
11322,306,"multi",2,1,2,2,0,0,1.2952,0.3437,0.8385,0,1,83.09,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1240,330,"base",0,1,1,0,0,2,37.5277,0.8879,0.8663,0,0,18.3,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1240,330,"multi",0,1,1,0,0,2,37.5277,0.8879,0.8663,0,0,49.09,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
16184,317,"base",1,1,1,1,0,0,22.7848,1.0953,0.6373,0,0,26.66,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
16184,317,"multi",1,1,1,1,0,0,22.7848,1.0953,0.6373,0,0,61.67,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1905,330,"base",0,1,1,0,0,2,10.087,0.5275,0.5461,0,0,16.34,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1905,330,"multi",0,1,1,0,0,2,10.087,0.5275,0.5461,0,0,59.0,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
29479,306,"base",0,1,0,2,0,0,2.3229,0.7483,0.3179,0,0,10.37,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
29479,306,"multi",1,1,1,2,0,0,2.4222,0.7799,0.8434,0,1,61.87,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34416,115,"base",0,1,1,0,0,2,3.2374,0.4312,0.6906,0,0,2.48,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34416,115,"multi",0,1,1,0,0,2,3.2374,0.4312,0.6906,0,0,6.32,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
12117,306,"base",1,0,0,0,1,1,0.6706,0.3508,0.9703,0,0,17.82,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
12117,306,"multi",1,0,0,0,1,1,0.6706,0.3508,0.9703,0,0,45.3,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
28515,234,"base",1,1,0,0,0,0,3.9252,1.3891,0.2059,0,0,2.75,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
28515,234,"multi",1,1,0,0,0,0,3.9252,1.3891,0.2059,0,1,6.49,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34405,82,"base",0,1,1,0,0,0,37.1854,1.2968,0.4758,0,0,0.79,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34405,82,"multi",0,1,1,0,0,0,37.1854,1.2968,0.4758,0,0,2.37,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
36127,177,"base",1,1,1,0,0,0,5.941,0.5232,0.8253,0,0,4.75,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
36127,177,"multi",1,1,1,0,0,0,5.941,0.5232,0.8253,0,1,10.53,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
8515,104,"base",2,1,2,0,0,0,14.222,1.2516,1.8531,0,0,2.07,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
8515,104,"multi",2,1,2,0,0,0,14.222,1.2516,1.8531,0,0,5.63,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
6974,110,"base",0,1,0,1,0,0,17.9381,1.9324,0.1933,0,0,0.72,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
6974,110,"multi",0,1,0,1,0,0,17.9381,1.9324,0.1933,0,1,2.56,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30265,211,"base",1,1,3,0,0,0,6.4491,1.2433,0.6117,0,0,10.11,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30265,211,"multi",2,1,0,0,0,0,5.8682,1.1273,0.5822,0,0,21.75,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
38389,306,"base",0,2,1,1,0,1,0.6039,0.2705,0.9888,0,0,53.04,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
38389,306,"multi",0,2,1,1,0,1,0.6039,0.2705,0.9888,0,0,89.07,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
